line,character,dialogue,episode
306,HAN,"If they don t go for this, we re gonna have to get outta here pretty quick, Chewie.",VI
307,CONTROLLER,We have you on our screen now. Please identify.,VI
308,HAN,Shuttle Tydirium requesting deactivation of the deflector shield.,VI
309,CONTROLLER,"Shuttle Tydirium, transmit the clearance code for shield passage.",VI
310,HAN,Transmission commencing.,VI
311,LEIA,Now we find out if that code is worth the price we paid.,VI
312,HAN,It ll work. It ll work.,VI
313,LUKE,Vader s on that ship.,VI
314,HAN,"Now don t get jittery, Luke. There are a lot of command ships. Keep your distance though, Chewie, but don t look like you re trying to keep your distance.",VI
315,HAN,I don t know.  Fly casual.,VI
316,LUKE,I m endangering the mission. I shouldn t have come.,VI
317,HAN,"It s your imagination, kid. Come on. Let s keep a little optimism here.",VI
318,VADER,Where is that shuttle going?,VI
319,PIETT,"Shuttle Tydirium, what is your cargo and destination?",VI
320,PILOT VOICE,Parts and technical crew for the forest moon.,VI
321,VADER,Do they have a code clearance?,VI
322,PIETT,"It s an older code, sir, but it checks out. I was about to clear them.",VI
323,PIETT,Shall I hold them?,VI
324,VADER,No. Leave them to me. I will deal with them myself.,VI
325,PIETT,"As you wish, my lord.  Carry on.",VI
326,HAN,"They re not goin  for it, Chewie.",VI
327,CONTROLLER,"Shuttle Tydirium, deactivation of the shield will commence immediately. Follow your present course.",VI
328,HAN,Okay! I told you it was gonna work. No problem.,VI
329,THREEPIO,"Oh, I told you it was dangerous here.",VI
330,LEIA,Shall we try and go around?,VI
331,HAN,It ll take time. This whole party ll be for nothing if they see us.,VI
332,HAN,Chewie and I will take care of this. You stay here.,VI
333,LUKE,"Quietly, there might be more of them out there.",VI
334,HAN,Hey... it s me.,VI
335,SCOUT #1,Go for help! Go!,VI
336,LUKE,Great. Come on.,VI
337,LEIA,Over there! Two more of them!,VI
338,LUKE,"I see them. Wait, Leia!",VI
339,LUKE,Quick! Jam their comlink. Center switch!,VI
340,HAN,"Hey, wait! Ahhh!",VI
341,LUKE,Move closer!,VI
342,LUKE,Get alongside that one!,VI
343,LUKE,Get him!,VI
344,LUKE,Keep on that one! I ll take these two!,VI
345,THREEPIO,"Oh, General Solo, somebody s coming. Oh!",VI
346,HAN,Luke! Where s Leia?,VI
347,LUKE,What? She didn t come back?,VI
348,HAN,I thought she was with you.,VI
349,LUKE,We got separated.,VI
350,LUKE,"Hey, we better go look for her.",VI
351,HAN,Take the squad ahead.  We ll meet at the shield generator at 0300.,VI
352,LUKE,"Come on, Artoo.  We ll need your scanners.",VI
353,THREEPIO,"Don t worry, Master Luke.  We know what to do.",VI
354,THREEPIO,And you said it was pretty here. Ugh!,VI
355,LEIA,Cut it out!,VI
356,LEIA,I m not gonna hurt you.,VI
357,LEIA,"Well, looks like I m stuck here. Trouble is, I don t know where here is.",VI
358,LEIA,"Well, maybe you can help me. Come on, sit down.",VI
359,LEIA,I promise I won t hurt you. Now come here.,VI
360,LEIA,All right. You want something to eat?,VI
361,LEIA,That s right. Come on. Hmmm?,VI
362,LEIA,"Look, it s a hat. It s not gonna hurt you. Look. You re a jittery little thing, aren t you?",VI
363,LEIA,What is it?,VI
364,SCOUT #l,"Freeze!  Come on, get up!",VI
365,SCOUT #1,Go get your ride and take her back to base.,VI
366,SCOUT #2,"Yes, sir.",VI
367,LEIA,"Come on, let s get outta here.",VI
368,GUARD,Halt! The Emperor does not wish to be disturbed at the moment.,VI
369,VADER,"The Emperor will see me, now!",VI
370,GUARD,"The Emperor will see you, now.",VI
371,EMPEROR,I told you to remain on the command ship.,VI
372,VADER,A small Rebel force has penetrated the shield and landed on Endor.,VI
373,EMPEROR,"Yes, I know.",VI
374,VADER,My son is with them.,VI
375,EMPEROR,Are you sure?,VI
376,VADER,"I have felt him, my Master.",VI
377,EMPEROR,"Strange, that I have not. I wonder if your feelings on this matter are clear, Lord Vader.",VI
378,VADER,"They are clear, my Master.",VI
379,EMPEROR,Then you must go to the Sanctuary Moon and wait for them.,VI
380,VADER,He will come to me?,VI
381,EMPEROR,I have foreseen it. His compassion for you will be his undoing. He will come to you and then you will bring him before me.,VI
382,VADER,As you wish.,VI
383,HAN,Luke! Luke!,VI
384,THREEPIO,"Oh, Master Luke.",VI
385,LUKE,There s two more wrecked speeders back there. And I found this.,VI
386,THREEPIO,I m afraid that Artoo s sensors can find no trace of Princess Leia.,VI
387,HAN,I hope she s alright.,VI
388,HAN,"What, Chewie? What? Chewie!",VI
389,HAN,"Hey, I don t get it.",VI
390,HAN,"Nah, it s just a dead animal, Chewie.",VI
391,LUKE,"Chewie, wa-wait!  Don t!",VI
392,HAN,"Nice work. Great, Chewie! Great! Always thinking with your stomach.",VI
393,LUKE,"Will you take it easy? Let s just figure out a way to get out of this thing.  Han, can you reach my lightsaber?",VI
394,HAN,"Yeah, sure.",VI
395,THREEPIO,"Artoo, I m not sure that s such a good idea. It s a very long dro-o-op!!",VI
396,HAN,Wha--?  Hey!  Point that thing someplace else.,VI
397,HAN,Hey!,VI
398,LUKE,"Han, don t. It ll be all right.",VI
399,LUKE,"Chewie, give  em your crossbow.",VI
400,THREEPIO,"Oh, my head. Oh, my goodness!",VI
401,LUKE,Do you understand anything they re saying?,VI
402,THREEPIO,"Oh, yes, Master Luke!  Remember that I am fluent in over six million forms of communication.",VI
403,HAN,What are you telling them?,VI
404,THREEPIO,"Hello, I think... I could be mistaken. They re using a very primitive dialect.  But I do believe they think I am some sort of god.",VI
405,HAN,"Well, why don t you use your divine influence and get us out of this?",VI
406,THREEPIO,"I beg your pardon, General Solo, but that just wouldn t be proper.",VI
407,HAN,Proper?!,VI
408,THREEPIO,It s against my programming to impersonate a deity.,VI
409,HAN,"Why, you--",VI
410,HAN,My mistake. He s an old friend of mine.,VI
411,HAN,I have a really bad feeling about this.,VI
412,HAN,What did he say?,VI
413,THREEPIO,"I m rather embarrassed, General Solo, but it appears you are to be the main course at a banquet in my honor.",VI
414,HAN and LUKE,Leia!,VI
415,LEIA,Oh!,VI
416,THREEPIO,Your Royal Highness.,VI
417,LEIA,"But these are my friends. Threepio, tell them they must be set free.",VI
418,HAN,"Somehow, I got the feeling that didn t help us very much.",VI
419,LUKE,"Threepio, tell them if they don t do as you wish, you ll become angry and use your magic.",VI
420,THREEPIO,"But Master Luke, what magic? couldn t possibly --",VI
421,LUKE,Just tell them.,VI
422,THREEPIO,"You see, Master Luke; they didn t believe me. Just...",VI
423,THREEPIO,"... as I said they wouldn t. Wha-wha-what s happening! Oh! Oh, dear! Oh!",VI
424,THREEPIO,"Put me down! He-e-elp! Master Luke! Artoo! Somebody, somebody, help! Master Luke, Artoo! Artoo, quickly! Do something, somebody! Oh! Ohhh!",VI
425,THREEPIO,"Oh, oh, oh, oh! Thank goodness.",VI
426,LUKE,"Thanks, Threepio.",VI
427,THREEPIO,I...I never knew I had it in me.,VI
428,THREEPIO,"Yes, Artoo. I was just coming to that.",VI
429,HAN,What s going on?,VI
430,LEIA,I don t know.,VI
431,THREEPIO,Wonderful! We are now a part of the tribe.,VI
432,HAN,Just what I always wanted.,VI
433,HAN,"Well, short help is better than no help at all, Chewie.  Thank you. Okay.",VI
434,THREEPIO,He says the scouts are going to show us the quickest way to the shield generator.,VI
435,HAN,"Good. How far is it? Ask him. We need some fresh supplies, too. And try and get our weapons back.",VI
436,HAN,"And hurry up, will ya? I haven t got all day.",VI
437,LUKE,"Luke, what s wrong?",VI
438,LUKE,Leia... do you remember your mother? Your real mother?,VI
439,LEIA,Just a little bit. She died when I was very young.,VI
440,LUKE,What do you remember?,VI
441,LEIA,"Just...images, really. Feelings.",VI
442,LUKE,Tell me.,VI
443,LEIA,"She was very beautiful. Kind, but...sad.  Why are you asking me all this?",VI
444,LUKE,I have no memory of my mother. I never knew her.,VI
445,LEIA,"Luke, tell me. What s troubling you?",VI
446,LUKE,"Vader is here...now, on this moon.",VI
447,LEIA,How do you know?,VI
448,LUKE,"I felt his presence. He s come for me. He can feel when I m near. That s why I have to go.  As long as I stay, I m endangering the group and our mission here.  I have to face him.",VI
449,LEIA,Why?,VI
450,LUKE,He s my father.,VI
451,LEIA,Your father?,VI
452,LUKE,"There s more. It won t be easy for you to hear it, but you must. If I don t make it back, you re the only hope for the Alliance.",VI
453,LEIA,"Luke, don t talk that way. You have a power I--I don t understand and could never have.",VI
454,LUKE,"You re wrong, Leia. You have that power too. In time you ll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it.",VI
455,LUKE,Yes. It s you Leia.,VI
456,LEIA,I know. Somehow...I ve always known.,VI
457,LUKE,Then you know why I have to face him.,VI
458,LEIA,"No! Luke, run away, far away. If he can feel your presence, then leave this place. I wish I could go with you.",VI
459,LUKE,"No, you don t. You ve always been strong.",VI
460,LEIA,"But, why must you confront him?",VI
461,LUKE,Because...there is good in him. I ve felt it. He won t turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.,VI
462,HAN,"Hey, what s goin  on?",VI
463,LEIA,Nothing. I - just want to be alone for a little while.,VI
464,HAN,"Nothing?  Come on, tell me.  What s goin  on?",VI
465,LEIA,I...I can t tell you.,VI
466,HAN,Did you tell Luke? Is that who you could tell?,VI
467,LEIA,I...,VI
468,HAN,Ahhh...,VI
469,HAN,I m sorry.,VI
470,LEIA,Hold me.,VI
471,COMMANDER,"This is a Rebel that surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a further search of the area.",VI
472,COMMANDER,He was armed only with this.,VI
473,VADER,"Good work, Commander. Leave us. Conduct your search and bring his companions to me.",VI
474,COMMANDER,"Yes, my Lord.",VI
475,VADER,The Emperor has been expecting you.,VI
476,LUKE,"I know, father.",VI
477,VADER,"So, you have accepted the truth.",VI
478,LUKE,"I ve accepted the truth that you were once Anakin Skywalker, my father.",VI
479,VADER,That name no longer has any meaning for me.,VI
480,LUKE,It is the name of your true self. You ve only forgotten. I know there is good in you. The Emperor hasn t driven it from you fully. That is why you couldn t destroy me. That s why you won t bring me to your Emperor now.,VI
481,VADER,I see you have constructed a new lightsaber.,VI
482,VADER,"Your skills are complete. Indeed, you are powerful, as the Emperor has foreseen.",VI
483,LUKE,Come with me.,VI
484,VADER,Obi-Wan once thought as you do.,VI
485,VADER,You don t know the power of the dark side. I must obey my master.,VI
486,LUKE,I will not turn...and you ll be forced to kill me.,VI
487,VADER,If that is your destiny.,VI
488,LUKE,"Search your feelings, father. You can t do this. I feel the conflict within you. Let go of your hate.",VI
489,VADER,"It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now.",VI
490,LUKE,Then my father is truly dead.,VI
491,LEIA,The main entrance to the control bunker s on the far side of that landing platform. This isn t gonna be easy.,VI
492,HAN,"Hey, don t worry. Chewie and me got into a lot of places more heavily guarded than this.",VI
493,LEIA,What s he saying?,VI
494,THREEPIO,He says there s a secret entrance on the other side of the ridge.,VI
495,LANDO,"Admiral, we re in position. All fighters accounted for.",VI
496,ACKBAR,Proceed with the countdown. All groups assume attack coordinates.,VI
497,LANDO,"Don t worry, my friends are down there. They ll have that shield down on time... or this ll be the shortest offensive of all time.",VI
498,ACKBAR,"All craft, prepare to jump to hyperspace on my mark.",VI
499,LANDO,All right. Stand by.,VI
500,HAN,"Back door, huh? Good idea.",VI
501,HAN,It s only a few guards. This shouldn t be too much trouble.,VI
502,LEIA,"Well, it only takes one to sound the alarm.",VI
503,HAN,Then we ll do it real quiet-like.,VI
504,THREEPIO,"Oh! Oh, my. Uh, Princess Leia!",VI
505,LEIA,Quiet.,VI
506,THREEPIO,I m afraid our furry companion has gone and done something rather rash.,VI
507,LEIA,"Oh, no.",VI
508,HAN,There goes our surprise attack.,VI
509,SCOUT,Look! Over there! Stop him!,VI
510,HAN,Not bad for a little furball. There s only one left. You stay here. We ll take care of this.,VI
511,THREEPIO,I have decided that we shall stay here.,VI
512,EMPEROR,"Welcome, young Skywalker. I have been expecting you.",VI
513,EMPEROR,You no longer need those.,VI
514,EMPEROR,"Guards, leave us.",VI
515,EMPEROR,I m looking forward to completing your training. In time you will call me Master.,VI
516,LUKE,You re gravely mistaken. You won t convert me as you did my father.,VI
517,EMPEROR,"Oh, no, my young Jedi. You will find that it is you who are mistaken...about a great many things.",VI
518,VADER,His lightsaber.,VI
519,EMPEROR,"Ah, yes, a Jedi s weapon. Much like your father s. By now you must know your father can never be turned from the dark side. So will it be with you.",VI
520,LUKE,You re wrong. Soon I ll be dead...and you with me.,VI
521,EMPEROR,Perhaps you refer to the imminent attack of your Rebel fleet.,VI
522,EMPEROR,Yes...I assure you we are quite safe from your friends here.,VI
523,LUKE,Your overconfidence is your weakness.,VI
524,EMPEROR,Your faith in your friends is yours.,VI
525,VADER,"It is pointless to resist, my son.",VI
526,EMPEROR,Everything that has transpired has done so according to my design.  Your friends up there on the Sanctuary Moon...,VI
527,EMPEROR,...are walking into a trap. As is your Rebel fleet! It was I who allowed the Alliance to know the location of the shield generator. It is quite safe from your pitiful little band. An entire legion of my best troops awaits them.,VI
528,EMPEROR,Oh...I m afraid the deflector shield will be quite operational when your friends arrive.,VI
529,HAN,"All right! Up! Move! Come on! Quickly! Quickly, Chewie.",VI
530,LEIA,Han! Hurry! The fleet will be here any moment.,VI
531,HAN,"Charges!  Come on, come on!",VI
532,THREEPIO,"Oh, my! They ll be captured!",VI
533,THREEPIO,"Wa-wait! Wait, come back! Artoo, stay with me.",VI
534,COMMANDER,Freeze! You Rebel scum.,VI
535,LANDO,All wings report in.,VI
536,WEDGE,Red Leader standing by.,VI
537,GRAY LEADER,Gray Leader standing by.,VI
538,GREEN LEADER,Green Leader standing by.,VI
539,WEDGE,Lock S-foils in attack positions.,VI
540,ACKBAR,May the Force be with us.,VI
541,LANDO,"We ve got to be able to get some kind of a reading on that shield, up or down. Well, how could they be jamming us if they don t know if we re coming.",VI
542,LANDO,Break off the attack! The shield is still up.,VI
543,RED LEADER,I get no reading. Are you sure?,VI
544,LANDO,Pull up! All craft pull up!,VI
545,ACKBAR,"Take evasive action! Green Group, stick close to holding sector MV-7.",VI
546,CONTROLLER,"Admiral, we have enemy ships in sector 47.",VI
547,ACKBAR,It s a trap!,VI
548,LANDO,Fighters coming in.,VI
549,REBEL PILOT,There s too many of them!,VI
550,LANDO,Accelerate to attack speed! Draw their fire away from the cruisers.,VI
551,WEDGE,"Copy, Gold Leader.",VI
552,EMPEROR,"Come, boy. See for yourself.",VI
553,EMPEROR,"From here you will witness the final destruction of the Alliance, and the end of your insignificant Rebellion.",VI
554,EMPEROR,"You want this, don t you? The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment, you make yourself more my servant.",VI
555,LUKE,No!,VI
556,EMPEROR,"It is unavoidable. It is your destiny. You, like your father, are now mine!",VI
557,STORMTROOPER,"All right, move it! I said move it! Go on!",VI
558,THREEPIO,"Hello! I say, over there! Were you looking for me?",VI
559,BUNKER COMMANDER,Bring those two down here!,VI
560,STORMTROOPER,Let s go!,VI
561,THREEPIO,"Well, they re on their way. Artoo, are you sure this was a good idea?",VI
562,STORMTROOPER,Freeze! Don t move!,VI
563,THREEPIO,We surrender.,VI
564,THREEPIO,"Ohhh! Stand back, Artoo.",VI
565,LEIA,The code s changed. We need Artoo!,VI
566,HAN,Here s the terminal.,VI
567,LEIA,"Artoo, where are you? We need you at the bunker right away.",VI
568,THREEPIO,"Going? What do you mean, you re going. But-- but going where, Artoo? No, what! Artoo! Oh, this is no time for heroics. Come back!",VI
569,LANDO,"Watch yourself, Wedge! Three from above!",VI
570,WEDGE,"Red Three, Red Two, pull in!",VI
571,RED TWO,Got it!,VI
572,RED THREE,"Three of them coming in, twenty degrees!",VI
573,WEDGE,Cut to the left! I ll take the leader! They re heading for the medical frigate.,VI
574,NAVIGATOR,Pressure s steady.,VI
575,LANDO,Only the fighters are attacking.  I wonder what those Star Destroyers are waiting for.,VI
576,COMMANDER,"We re in attack position now, sir.",VI
577,PIETT,Hold here.,VI
578,COMMANDER,We re not going to attack?,VI
579,PIETT,I have my orders from the Emperor himself. He has something special planned for them. We only need to keep them from escaping.,VI
580,EMPEROR,"As you can see, my young apprentice, your friends have failed. Now witness the firepower of this fully armed and operational battle station.  Fire at will, Commander.",VI
581,JERJERROD,Fire!,VI
582,LANDO,"That blast came from the Death Star! That thing s operational!  Home One, this is Gold Leader.",VI
583,ACKBAR,We saw it. All craft prepare to retreat.,VI
584,LANDO,"You won t get another chance at this, Admiral.",VI
585,ACKBAR,"We have no choice, General Calrissian. Our cruisers can t repel firepower of that magnitude.",VI
586,LANDO,Han will have that shield down. We ve got to give him more time.,VI
587,THREEPIO,We re coming!,VI
588,HAN,Come on! Come on!,VI
589,THREEPIO,"Oh, Artoo, hurry!",VI
590,THREEPIO,"My goodness! Artoo, why did you have to be so brave?",VI
591,HAN,"Well, I suppose I could hotwire this thing.",VI
592,LEIA,I ll cover you.,VI
593,LANDO,Yes! I said closer! Move as close as you can and engage those Star Destroyers at point- blank range.,VI
594,ACKBAR,"At that close range, we won t last long against those Star Destroyers.",VI
595,LANDO,We ll last longer then we will against that Death Star...and we might just take a few of them with us.,VI
596,REBEL PILOT,She s gonna blow!,VI
597,Y-WING PILOT,I m hit!,VI
598,EMPEROR,"Your fleet has lost. And your friends on the Endor moon will not survive. There is no escape, my young apprentice. The Alliance will die...as will your friends.",VI
599,EMPEROR,"Good. I can feel your anger. I am defenseless.  Take your weapon! Strike me down with all your hatred, and your journey towards the dark side will be complete.",VI
600,WALKER PILOT #1,Look!,VI
601,PILOT #2,Get him off of there!,VI
602,HAN,I think I got it. I got it!,VI
603,THREEPIO,"Oh, Princess Leia, are you all right?",VI
604,HAN,Let s see.,VI
605,LEIA,It s not bad.,VI
606,STORMTROOPER,Freeze!,VI
607,THREEPIO,"Oh, dear.",VI
608,STORMTROOPER,Don t move!,VI
609,HAN,I love you.,VI
610,LEIA,I know.,VI
611,STORMTROOPER,Hands up! Stand up!,VI
612,HAN,Stay back.,VI
613,HAN,"Chewie!  Get down here!  She s wounded!  No, wait....  I got an idea.",VI
614,EMPEROR,"Good.  Use your aggressive feelings, boy!  Let the hate flow through you.",VI
615,VADER,Obi-Wan has taught you well.,VI
616,LUKE,"I will not fight you, father.",VI
617,VADER,You are unwise to lower your defenses.,VI
618,LUKE,"Your thoughts betray you, father. I feel the good in you...the conflict.",VI
619,VADER,There is no conflict.,VI
620,LUKE,"You couldn t bring yourself to kill me before, and I don t believe you ll destroy me now.",VI
621,VADER,"You underestimate the power of the dark side. If you will not fight, then you will meet your destiny.",VI
622,EMPEROR,Good.  Good.,VI
623,LANDO,Watch out. Squad at .06.,VI
624,REBEL PILOT,"I m on it, Gold Leader.",VI
625,WEDGE,"Good shot, Red Two.",VI
626,LANDO,"Now...come on, Han, old buddy. Don t let me down.",VI
627,HAN/PILOT,"It s over, Commander. The Rebels have been routed. They re fleeing into the woods. We need reinforcements to continue the pursuit.",VI
628,CONTROL ROOM COMMANDER,Send three squads to help. Open the back door.,VI
629,SECOND COMMANDER,"Yes, sir.",VI
630,HAN,Throw me another charge.,VI
631,VADER,"You cannot hide forever, Luke.",VI
632,LUKE,I will not fight you.,VI
633,VADER,"Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...",VI
634,VADER,"Sister! So...you have a twin sister. Your feelings have now betrayed her, too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you will not turn to the dark side, then perhaps she will.",VI
635,LUKE,Never-r-r!,VI
636,EMPEROR,"Good! Your hate has made you powerful. Now, fulfill your destiny and take your father s place at my side!",VI
637,LUKE,"Never! I ll never turn to the dark side. You ve failed, Your Highness. I am a Jedi, like my father before me.",VI
638,EMPEROR,So be it...Jedi.,VI
639,HAN,Move! Move!,VI
640,ACKBAR,The shield is down! Commence attack on the Death Star s main reactor.,VI
641,LANDO,"We re on our way. Red Group, Gold Group, all fighters follow me.  Told you they d do it!",VI
642,EMPEROR,"If you will not be turned, you will be destroyed.",VI
643,EMPEROR,"Young fool...only now, at the end, do you understand.",VI
644,EMPEROR,Your feeble skills are no match for the power of the dark side. You have paid the price for your lack of vision.,VI
645,LUKE,"Father, please. Help me.",VI
646,EMPEROR,"Now, young Skywalker...you will die.",VI
647,WEDGE,I m going in.,VI
648,LANDO,Here goes nothing.,VI
649,LANDO,Now lock onto the strongest power source. It should be the power generator.,VI
650,WEDGE,Form up. And stay alert. We could run out of space real fast.,VI
651,LANDO,Split up and head back to the surface. See if you can get a few of those TIE fighters to follow you.,VI
652,PILOT,"Copy, Gold Leader.",VI
653,LANDO,That was too close.,VI
654,ACKBAR,We ve got to give those fighters more time. Concentrate all fire on that Super Star Destroyer.,VI
655,CONTROLLER,"Sir, we ve lost our bridge deflector shield.",VI
656,PIETT,Intensify the forward batteries. I don t want anything to get through.,VI
657,PIETT,Intensify forward firepower!,VI
658,COMMANDER,It s too late!,VI
659,VADER,"Luke, help me take this mask off.",VI
660,LURE,But you ll die.,VI
661,VADER,Nothing can stop that now. Just for once... let me look on you with my own eyes.,VI
662,ANAKIN,"Now...go, my son. Leave me.",VI
663,LUKE,No. You re coming with me. I can t leave you here. I ve got to save you.,VI
664,ANAKIN,"You already have, Luke. You were right about me. Tell your sister...you were right.",VI
665,LUKE,Father... I won t leave you.,VI
666,WEDGE,There it is!,VI
667,LANDO,"All right, Wedge. Go for the power regulator on the north tower.",VI
668,WEDGE,"Copy, Gold Leader. I m already on my way out.",VI
669,ACKBAR,Move the fleet away from the Death Star.,VI
670,LANDO,"Wedge, I don t think we re going to make it.",VI
671,WEDGE,You ll make it. Just follow me Gold Leader.,VI
672,LANDO,I promised to return his ship without a scratch...I sure hope that old pirate forgives me.,VI
673,HAN,Lando...,VI
674,THREEPIO,They did it!,VI
